31_no,31_date,31_requisitioner,31_gene_bank_id,31_tax_name,31_family,31_order,31_genus2,31_species3,31_functional_group,31_ciat_id,31_set_ciat,31_batch,31_run,31_replication,31_syrangue_no,31_sample_weight_g,31_dm_incubated_mg,31_digested_feed_mg,31_time_0h,31_gas_0h_ml,31_time_8h,31_gas_8h_ml,31_ch4_8h_percentage,31_v8_push_back_ml,31_time_24h,31_gas_24h_ml,31_ch4_24h_percentage,31_remarks_1,31_gp_8h_ml,31_gp_8_24h_ml,31_net_gas_8h_ml,31_net_gas_8_24h_ml2,31_net_gas_24h_ml,31_ch4_8h_ml,31_ch4_8_24h_ml,31_ch4_24h_ml,31_gas_ml_g_dm_incubated_24h,31_percentage_dmd_truly_digestibility,31_part_fact,31_ch4_ml_in_gas_8h,31_ch4_ml_in_gas_24h,31_ch4_ml_g_dm_incubated_24h,31_ch4_ml_g_dmd_24h,31_ch4_ml_g_ndf_digested_in_24h,31_ch4_g_g_dm_incubated_24h,31_ch4_g_g_dmd_24h,31_column8
No,Date,Requisitioner,Gene Bank ID,Tax Name,Family,Order,Genus2,Species3,Functional Group,CIAT ID,Set CIAT,Batch,Run,Replication,Syrange No,"Sample weight, g","DM Incubated, mg","Digested feed, mg",Time 0h,"Gas 0h, ml",Time 8h,"Gas 8h, ml",CH4 8h %,"V8 Push back, ml",Time 24h,"Gas 24h, ml","CH4 24h, %",Remarks,"GP 8h, ml","GP 8-24h, ml","Net gas 8h, ml","Net gas 8-24h, ml2","Net gas 24h, ml","CH4 8h, ml","CH4 8-24h, ml","CH4 24h, ml","Gas ml/g DM Incubated, 24h","% DMD, Truly digestibility",Part Fact,"CH4 ml in gas, h8","CH4 ml in gas, 24h","CH4 ml/gDM incubated, 24h","CH4 ml/g DMD, 24h",CH4 ml/g NDF digested in 24 h,"CH4 g/g DM incubated, 24h","CH4 g/g DMD, 24h",Column8
1204,,Breeding,CIAT 20692,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252630,26,56,3,2,,0.5003,469.9020775,266.8020775,0.343055556,40,0.679861111,104,14.3,39,0.364583333,77,18,,64,38,61.04997748,34.34934713,95.39932461,58.24126619,6.182882484,64.42414867,203.0195847,56.77822897,2.796687279,95.39932461,67.53103226,137.1012212,241.4679423,1134.662878,76.09354976,134.0188856,
1205,,Breeding,CIAT 20692,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252630,26,56,3,3,,0.5004,469.9020775,246.5020775,0.343055556,21.5,0.680555556,103.5,15,40.5,0.365277778,80,18,,82,39.5,79.04997748,35.84934713,114.8993246,90.82789023,6.452882484,97.28077271,244.5175923,52.45817998,2.145374469,114.8993246,84.6660962,207.0234999,394.644839,1854.444298,114.9016242,219.0347134,
1206,,Breeding,CIAT 17768,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252631,26,56,3,1,,0.5002,464.2250036,243.2250036,0.34375,40.5,0.680555556,88.5,14.8,40,0.365972222,79,17,,48,39,45.04997748,35.34934713,80.39932461,36.21987763,6.009389012,42.22926664,173.1904227,52.39377494,3.025212024,80.39932461,52.52440471,90.96723856,173.6222264,805.9977869,50.48839123,96.36333952,
1207,,Breeding,CIAT 17768,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252631,26,56,3,2,,0.5005,464.2250036,230.8250036,0.34375,40.5,0.68125,88.5,15.1,40.5,0.365972222,79,16.9,,48,38.5,45.04997748,34.84934713,79.89932461,35.99462774,5.889539665,41.88416741,172.1133588,49.72265643,2.888948119,79.89932461,52.42117829,90.22385069,181.4542045,842.3557875,50.0757981,100.7102229,
1208,,Breeding,CIAT 17768,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252631,26,56,3,3,,0.5003,464.2250036,234.7250036,0.34375,41,0.681944444,85.5,15.4,41,0.366666667,80,16.8,,44.5,39,41.54997748,35.34934713,76.89932461,31.95165206,5.938690318,37.89034238,165.6509753,50.56276628,3.052367557,76.89932461,49.2726595,81.62064104,161.4243979,749.372417,45.3008679,89.59333365,
1209,,Breeding,CIAT 17768,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252632,26,56,3,1,,0.5005,467.7972334,286.4972334,0.344444444,40,0.681944444,105.5,13.9,40,0.367361111,82,17,,65.5,42,62.54997748,38.34934713,100.8993246,63.11250482,6.519389012,69.63189383,215.6902978,61.24389222,2.839436582,100.8993246,69.0112586,148.8505892,243.0456064,1136.960623,82.61465229,134.8945165,
1210,,Breeding,CIAT 17768,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252632,26,56,3,2,,0.5004,467.7972334,279.1972334,8;16,41,0.682638889,102.5,14.2,40,0.368055556,82,16.9,,61.5,42,58.54997748,38.34934713,96.89932461,56.73453274,6.481039665,63.2155724,207.1395846,59.68338705,2.881312481,96.89932461,65.23840353,135.1345581,226.4190502,1059.182053,75.00201769,125.6664901,
1211,,Breeding,CIAT 17768,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252632,26,56,3,3,,0.5005,467.7972334,258.6972334,0.344444444,41,0.682638889,104.5,14.1,40,0.36875,81.5,17,,63.5,41.5,60.54997748,37.84934713,98.39932461,59.58076889,6.434389012,66.0151579,210.3461021,55.30114651,2.62905497,98.39932461,67.08903559,141.1191713,255.1830842,1193.739408,78.32358156,141.6310267,
1212,,Breeding,CIAT 712,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252633,26,56,3,1,,0.5001,475.622565,282.922565,0.344444444,40.5,0.683333333,90.5,14.7,40,0.36875,81.5,16.7,,50,41.5,47.04997748,37.84934713,84.89932461,39.94511311,6.320840971,46.26595408,178.5014649,59.48468088,3.33244777,84.89932461,54.49507907,97.27451447,163.5286817,777.7793105,53.98903848,90.76124757,
1213,,Breeding,CIAT 712,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252633,26,56,3,2,,0.5001,475.622565,262.222565,0.345833333,40.5,0.684027778,95,14.3,40,0.369444444,80,16.9,,54.5,40,51.54997748,36.34934713,87.89932461,45.31208204,6.143039665,51.45512171,184.8089874,55.1324904,2.983214788,87.89932461,58.53869974,108.1847782,196.2269025,933.2994271,60.04442362,108.9093258,
1214,,Breeding,CIAT 712,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252633,26,56,3,3,,0.5002,475.622565,274.722565,0.345833333,40.5,0.684027778,92.5,14.3,40.5,0.370138889,82,16.7,,52,41.5,49.04997748,37.84934713,86.89932461,42.62409915,6.320840971,48.94494012,182.7064799,57.76062475,3.161388955,86.89932461,56.32372903,102.9071027,178.1613393,847.3755319,57.11522237,98.8826257,
1215,,Breeding,CIAT 712,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252634,26,56,3,1,,0.5003,456.5891386,245.0891386,0.345833333,41,0.684722222,98,14.6,41,0.370833333,81,17.3,,57,40,54.04997748,36.34934713,90.39932461,48.86081459,6.288437054,55.14925165,197.9883378,53.67826737,2.711183293,90.39932461,61.00626513,120.7852903,225.0171181,1027.403721,67.03792582,124.8883936,
1216,,Breeding,CIAT 712,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252634,26,56,3,2,,0.5005,456.5891386,234.7891386,0.345833333,41,0.684722222,95.5,14.8,40.5,0.371527778,81,17.4,,54.5,40.5,51.54997748,36.84934713,88.39932461,45.56983193,6.411786401,51.98161833,193.6080321,51.42240994,2.656006023,88.39932461,58.80318493,113.8476892,221.3970316,1010.874799,63.18743717,122.8791829,
1217,,Breeding,CIAT 712,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252634,26,56,3,3,,0.5001,456.5891386,252.0891386,0.346527778,41,0.685416667,96.5,14.4,40,0.371527778,79.5,17.3,,55.5,39.5,52.54997748,35.84934713,88.39932461,46.45382518,6.201937054,52.65576223,193.6080321,55.21137436,2.851708876,88.39932461,59.56579698,115.3241674,208.8775523,953.7122167,64.00690811,115.9306553,
1218,,Breeding,CIAT 9432,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252635,26,56,3,1,,0.5004,482.0362507,226.4362507,0.347222222,40,0.686111111,92.5,14.6,40,0.372222222,80,17,,52.5,40,49.54997748,36.34934713,85.89932461,42.563096,6.179389012,48.74248501,178.2009641,46.97494231,2.636065553,85.89932461,56.74373487,101.1178826,215.2591949,1037.627352,56.1221743,119.4725774,
1219,,Breeding,CIAT 9432,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252635,26,56,3,2,,0.5,482.0362507,184.6362507,0.347222222,41,0.686111111,88,15.2,40.5,0.372916667,81.5,16.6,,47,41,44.04997748,37.34934713,81.39932461,35.85638416,6.199991624,42.05637578,168.8655666,38.30339532,2.268277428,81.39932461,51.666738,87.2473299,227.7796242,1097.98036,48.42377756,126.4216322,
1220,,Breeding,CIAT 9432,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252635,26,56,3,3,,0.5002,482.0362507,220.4362507,0.347222222,41,0.686805556,89,15.1,40,0.372916667,80.5,16.7,,48,40.5,45.04997748,36.84934713,81.89932461,36.89562729,6.153840971,43.04946826,169.902833,45.73022264,2.691551508,81.89932461,52.56388678,89.3075328,195.2921452,941.3789344,49.56722582,108.3905193,
1221,,Breeding,CIAT 9432,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252636,26,56,3,1,,0.5001,472.4278805,182.8278805,0.347916667,41,0.686805556,98.5,15.1,40.5,0.373611111,77.5,17.8,,57.5,37,54.54997748,33.34934713,87.89932461,47.94906178,5.936183789,53.88524557,186.0587155,38.6996382,2.079969116,87.89932461,61.30336701,114.0602572,294.7321022,1392.396624,63.30541612,163.5814159,
1222,,Breeding,CIAT 9432,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252636,26,56,3,2,,0.5002,472.4278805,254.3278805,0.347916667,41,0.6875,98.5,15.2,40,0.374305556,77.5,17.9,,57.5,37.5,54.54997748,33.84934713,88.39932461,48.22181167,6.059033136,54.2808448,187.1170781,53.83422338,2.877034204,88.39932461,61.40413973,114.8976321,213.4286052,1008.296236,63.77017366,118.4565684,
1223,,Breeding,CIAT 9432,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252636,26,56,3,3,,0.5001,472.4278805,220.9278805,0.347916667,40.5,0.6875,97,15.3,40,0.374305556,77,18.1,"En la primera agitación se observa muestra en la manguera,",56.5,37,53.54997748,33.34934713,86.89932461,46.53456876,6.036231831,52.57080059,183.9419903,46.76436121,2.542342895,86.89932461,60.49621309,111.2779384,237.9545781,1124.16377,61.76118104,132.0689077,
1224,,Benchmark,CIAT 17462,Leucaena leucocephala ,Leucaena,leucocephala,Leguminosae,Fabales,Arbustiva ,F252637,26,56,3,1,,0.5003,463.4084124,188.4084124,0.347916667,41.5,0.688888889,73,13.6,41,0.375,79,15.9,,31.5,38,28.54997748,34.34934713,62.89932461,17.95774301,5.461546194,23.41928921,135.7319438,40.65709801,2.99539643,62.89932461,37.23297404,50.53703942,124.3006557,576.0196953,28.04893122,68.98901446,
1225,,Benchmark,CIAT 17462,Leucaena leucocephala ,Leucaena,leucocephala,Leguminosae,Fabales,Arbustiva ,F252637,26,56,3,2,,0.5003,463.4084124,164.2084124,0.348611111,41,0.688888889,71.5,12.1,40,0.375,78,15.6,,30.5,38,27.54997748,34.34934713,61.89932461,17.05324999,5.358498152,22.41174814,133.5740201,35.43492263,2.652830438,61.89932461,36.20677331,48.36284267,136.4835566,632.4762827,26.84221441,75.7507352,
1226,,Benchmark,CIAT 17462,Leucaena leucocephala ,Leucaena,leucocephala,Leguminosae,Fabales,Arbustiva ,F252637,26,56,3,3,,0.5004,463.4084124,198.0084124,0.348611111,41,0.689583333,69.5,12.5,40.5,0.375694444,78.5,15.6,Embolo duro 0H,28.5,38,25.54997748,34.34934713,59.89932461,15.30426395,5.358498152,20.6627621,129.2581727,42.72870477,3.305686895,59.89932461,34.49581817,44.58866423,104.3529507,483.5803522,24.74748008,57.91769306,
1227,,Benchmark,N/A,Tithonia diversifolia,Tithonia,diversifolia,Compositae,Asterales,Arbustiva ,F252638,26,56,3,1,,0.5004,461.4133133,249.0133133,0.349305556,41,0.689583333,63.5,12.1,40,0.376388889,71.5,13.7,,22.5,31.5,19.54997748,27.84934713,47.39932461,9.266557287,3.815360557,13.08191784,102.7263914,53.96751809,5.253520285,47.39932461,27.59937605,28.35184306,52.53501376,242.4035477,15.73576341,29.15784155,
1228,,Benchmark,N/A,Tithonia diversifolia,Tithonia,diversifolia,Compositae,Asterales,Arbustiva ,F252638,26,56,3,2,,0.5005,461.4133133,223.5133133,0.35,40.5,0.690277778,61,12.9,40.5,0.377083333,71,13.7,,20.5,30.5,17.54997748,26.84934713,44.39932461,7.79207147,3.678360557,11.47043203,96.22462839,48.44101955,5.034160211,44.39932461,25.83469935,24.85934345,51.31878659,236.7917136,13.79736571,28.48281443,
1229,,Benchmark,N/A,Tithonia diversifolia,Tithonia,diversifolia,Compositae,Asterales,Arbustiva ,F252638,26,56,3,3,,0.5,461.4133133,193.3133133,0.35,40,0.690277778,63,12.2,39,0.377083333,71,13.7,,23,32,20.04997748,28.34934713,48.39932461,0,3.883860557,3.883860557,104.8936457,41.89591149,3.994132457,0,8.024617261,8.417313599,20.09101437,92.7026151,4.671754675,11.15086057,
1230,,,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,26,56,3,1,,-,,,0.350694444,40,0.690972222,43.5,,,,,,,3.5,,,,,,,,,,,,,,,,,,
1231,,,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,26,56,3,2,,-,,,0.350694444,40,0.691666667,44.5,,,,,,,4.5,,,,,,,,,,,,,,,,,,
1232,,Benchmark,N/A,Gliricidia sepium ,Gliricidia,sepium,Fabaceae,Fabales,Arbustiva ,F252639,26,56,3,1,,0.5002,444.9195367,219.8195367,0.350694444,41,0.691666667,86,12.8,41,0.377777778,90,14.6,,45,49,42.04997748,45.34934713,87.39932461,36.75139632,6.621004681,43.372401,196.438496,49.40658221,2.515117109,87.39932461,49.62555625,97.48369631,197.3091275,877.8668561,54.10513802,109.5099794,
1233,,Benchmark,N/A,Gliricidia sepium ,Gliricidia,sepium,Fabaceae,Fabales,Arbustiva ,F252639,26,56,3,2,,0.5004,444.9195367,312.6195367,0.350694444,40.5,0.691666667,87.5,12.8,41,0.377777778,89.5,14.9,,47,48.5,44.04997748,44.84934713,88.89932461,39.16013247,6.682552723,45.84268519,199.8098921,70.26428621,3.516556937,88.89932461,51.56696678,103.0359007,146.6405001,652.4322335,57.18670751,81.38801458,
1234,,Benchmark,N/A,Gliricidia sepium ,Gliricidia,sepium,Fabaceae,Fabales,Arbustiva ,F252639,26,56,3,3,,0.5,444.9195367,178.7195367,0.351388889,40.5,0.692361111,83.5,12.6,40.5,0.378472222,81.5,14.9,Mtra despues del Clip 0H,43,41,40.04997748,37.34934713,77.39932461,30.99841208,5.565052723,36.5634648,173.9625218,40.16895684,2.30905809,77.39932461,47.24003082,82.17994892,204.5857184,910.2418303,45.61129345,113.5486132,
1235,,LMF-invivo,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,26,56,3,1,,0.5002,445.178,64.278,0.352083333,41,0.692361111,64.5,14.1,40.5,0.379166667,65,15.5,,23.5,24.5,20.54997748,20.84934713,41.39932461,8.507551884,3.231648805,11.73920069,92.99499214,14.43871889,1.552634025,41.39932461,28.35601981,26.3696784,182.6317043,813.0361686,14.63562773,101.3637556,
1236,,LMF-invivo,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,26,56,3,2,,0.5002,445.178,62.678,0.352083333,41,0.693055556,64.5,14.1,40.5,0.379166667,66.5,15.4,,23.5,26,20.54997748,22.34934713,42.89932461,8.815801546,3.441799458,12.257601,96.36443088,14.0793121,1.461048643,42.89932461,28.57294635,27.53415713,195.564648,870.6107885,15.28193358,108.5417631,
1237,,LMF-invivo,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,26,56,3,3,,0.5,445.178,65.278,0.352083333,41,0.69375,65,14.1,40,0.379861111,65.5,15.6,,24,25.5,21.04997748,21.84934713,42.89932461,9.03029817,3.408498152,12.43879632,96.36443088,14.66334814,1.521655658,42.89932461,28.9953197,27.94117482,190.5511248,848.2916862,15.50783543,105.759171,
1238,,LMF-invivo,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,26,56,3,1,,0.5002,445.178,97.378,0.352777778,41.5,0.69375,67.5,13.6,40,0.379861111,67.5,15.2,,26,27.5,23.04997748,23.84934713,46.89932461,0,3.625100764,3.625100764,105.3496009,21.87394705,2.076319879,0,7.729537246,8.143036637,37.22710226,165.7268693,4.519526216,20.66168582,
1239,,LMF-invivo,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,26,56,3,2,,0.5002,445.178,0,0.354861111,40,0.694444444,43,,,,,,"Embolo duro 0H en l aprimera agitacion se rego la muestra por el embolo, volumen 43 y no se lee  gas debido a que solo se producieron 2ml gas y quedo en 37. DESCARTADA",,,,,,,,,,,,,,,,,,,
1240,,LMF-invivo,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,26,56,3,3,,0.5002,445.178,111.578,0.355555556,41,0.695833333,67.5,13.6,40,0.38125,66.5,15,,26.5,26.5,23.54997748,22.84934713,46.39932461,0,3.42740207,3.42740207,104.2264546,25.06368239,2.404733279,0,7.386749912,7.698947544,30.71754351,136.7477458,4.273049087,17.04876809,
1241,,Genetic bank,ABC-12115-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3568,26,56,3,1,,0.5002,462.5636757,287.1636757,0.35625,40.5,0.696527778,86.5,12.5,40,0.38125,83,14.9,,46,43,43.04997748,39.34934713,82.39932461,35.47289069,5.863052723,41.33594341,178.1361766,62.08089627,3.48502463,82.39932461,50.16539105,89.36270956,143.9455854,665.8399909,49.59784988,79.89229031,
1242,,Genetic bank,ABC-12115-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3568,26,56,3,2,,0.5004,462.5636757,206.8636757,0.35625,41,0.696527778,86,12.6,40.5,0.381944444,92,15.3,,45,51.5,42.04997748,47.84934713,89.89932461,37.80264575,7.320950111,45.12359586,194.3501605,44.72112416,2.301059286,89.89932461,50.19347594,97.55110103,218.1320413,1008.999588,54.14254881,121.0670568,
1243,,Genetic bank,ABC-12115-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3568,26,56,3,3,,0.5005,462.5636757,295.8636757,0.356944444,40.5,0.696527778,90,12.2,40,0.382638889,91.5,15.3,,49.5,51.5,46.54997748,47.84934713,94.39932461,43.94286435,7.320950111,51.26381446,204.0785508,63.96171841,3.134171531,94.39932461,54.30527673,110.8254218,173.268362,801.476504,61.51002648,96.16693861,
1244,,Genetic bank,ABC-12140-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3569,26,56,3,1,,0.5001,457.94157,290.84157,0.356944444,41,0.697222222,86,12.3,40.5,0.383333333,87,15.1,,45,46.5,42.04997748,42.84934713,84.89932461,35.70014688,6.470251417,42.1703983,185.3933562,63.51062866,3.425723012,84.89932461,49.67106451,92.08685356,144.9943978,663.9896217,51.10979692,80.47439933,
1245,,Genetic bank,ABC-12140-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3569,26,56,3,2,,0.5004,457.94157,168.64157,0.356944444,42.5,0.697916667,88.5,11.8,40.5,0.383333333,88,15.1,En la segunda agitación se observa liquido por la parte superior del embolo,46,47.5,43.04997748,43.84934713,86.89932461,0,6.621251417,6.621251417,189.7607256,36.82600162,1.940654553,0,7.619450953,14.45872542,39.26227333,179.7982709,8.024842756,21.79124098,
1246,,Genetic bank,ABC-12140-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3569,26,56,3,3,,0.5002,457.94157,285.74157,0.357638889,41.5,0.697916667,87,12.3,40.5,0.384027778,87,15.1,,45.5,46.5,42.54997748,42.84934713,85.39932461,36.33739339,6.470251417,42.80764481,186.4851986,62.39694946,3.345946485,85.39932461,50.12644421,93.47839902,149.8124505,686.0534878,51.88212873,83.14850193,
1247,,Genetic bank,ABC-12184-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3570,26,56,3,1,,0.5002,462.8673386,230.6673386,0.358333333,41.5,0.698611111,88.5,12.6,40,0.384722222,90.5,15.4,,47,50.5,44.04997748,46.84934713,90.89932461,40.04113202,7.214799458,47.25593148,196.3831038,49.83443837,2.537613339,90.89932461,51.98710956,102.0938993,204.8661582,948.2585341,56.66388047,113.7042622,
1248,,Genetic bank,ABC-12184-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3570,26,56,3,2,,0.5003,462.8673386,297.5673386,0.358333333,41,0.698611111,88,12.7,40.5,0.384722222,89.5,15.4,,47,49,44.04997748,45.34934713,89.39932461,39.38038236,6.983799458,46.36418182,193.1424345,64.2878237,3.328518867,89.39932461,51.86189271,100.1673221,155.8107218,721.1969413,55.59459679,86.47764629,
1249,,Genetic bank,ABC-12184-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3570,26,56,3,3,,0.5003,462.8673386,210.2673386,0.357638889,41,0.7,87.5,12.4,40,0.385416667,86.5,15.5,,46.5,46.5,43.54997748,42.84934713,86.39932461,37.62688641,6.641648805,44.26853522,186.6610957,45.42712805,2.433668777,86.39932461,51.23713109,95.63979033,210.5345295,974.4955738,53.0817383,116.8503064,
1250,,Genetic bank,ABC-12202-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3571,26,56,3,1,,0.5004,463.5028794,297.8028794,0.358333333,41.5,0.7,85,12.6,41,0.385416667,93,14.9,,43.5,52,40.54997748,48.34934713,88.89932461,36.04865611,7.204052723,43.25270883,191.7988616,64.25049178,3.34988911,88.89932461,48.65358541,93.31702294,145.239391,673.1887591,51.79256221,80.61037477,
1251,,Genetic bank,ABC-12202-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3571,26,56,3,2,,0.5005,463.5028794,203.8028794,0.359027778,41.5,0.7,84.5,12.2,40,0.386111111,86.5,15.2,,43,46.5,40.04997748,42.84934713,82.89932461,33.20116084,6.513100764,39.7142616,178.8539582,43.97014311,2.458438357,82.89932461,47.9066166,85.68288001,194.8660476,903.2097416,47.55548081,108.1540278,
1252,,Genetic bank,ABC-12202-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3571,26,56,3,3,,0.5002,463.5028794,301.1028794,0.359027778,41,0.700694444,86.5,12.5,40.5,0.386111111,89.5,15.3,,45.5,49,42.54997748,45.34934713,87.89932461,37.40114283,6.938450111,44.33959294,189.6413777,64.96246146,3.425542582,87.89932461,50.4436105,95.6619579,147.2572864,682.5417624,53.09404169,81.73034163,
1253,,Genetic bank,ABC-12311-1,Stylosanthes guianensis,Stylosanthes,guianensis,Fabaceae,Fabales,Herbaceous,F24-3572,26,56,3,1,,0.5001,458.902126,216.802126,0.359027778,41.5,0.700694444,81.5,12.6,40.5,0.386805556,89,14.9,,40,48.5,37.04997748,44.84934713,81.89932461,30.34368132,6.682552723,37.02623405,178.4679564,47.24365256,2.647178436,81.89932461,45.2094498,80.68438115,170.7835376,783.729285,44.78122746,94.78781811,
1254,,Genetic bank,ABC-12311-1,Stylosanthes guianensis,Stylosanthes,guianensis,Fabaceae,Fabales,Herbaceous,F24-3572,26,56,3,2,,0.5003,458.902126,293.202126,0.359722222,41,0.701388889,83,12.4,40,0.386805556,91,15,,42,51,39.04997748,47.34934713,86.39932461,33.7389168,7.10240207,40.84131887,188.2739689,63.89208273,3.393569653,86.39932461,47.2704145,88.99788551,139.2940748,639.2234707,49.39536621,77.31062144,
1255,,Genetic bank,ABC-12311-1,Stylosanthes guianensis,Stylosanthes,guianensis,Fabaceae,Fabales,Herbaceous,F24-3572,26,56,3,3,,0.5002,458.902126,220.002126,0.360416667,40,0.701388889,85,12.5,40,0.3875,90,15.2,,45,50,42.04997748,46.34934713,88.39932461,37.17189609,7.045100764,44.21699685,192.6321967,47.94096901,2.488730847,88.39932461,50.01960937,96.35387231,200.9844071,922.321717,53.47806615,111.5498232,
1256,,Genetic bank,ABC-12381-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3573,26,56,3,1,,0.5001,461.3230569,249.8230569,0.359722222,41,0.702083333,88,13,40.5,0.388194444,93.5,15.8,,47,53,44.04997748,49.34934713,93.39932461,41.14238146,7.797196847,48.9395783,202.4596933,54.15360303,2.674784405,93.39932461,52.39821434,106.085264,195.8969637,903.7178612,58.87915693,108.7262041,
1257,,Genetic bank,ABC-12381-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3573,26,56,3,2,,0.5,461.3230569,212.3230569,0.360416667,41,0.702083333,88.5,13.4,40.5,0.388194444,91,16.1,,47.5,50.5,44.54997748,46.84934713,91.39932461,40.71837853,7.542744888,48.26112342,198.1243366,46.02480924,2.323026541,91.39932461,52.80249457,104.6145921,227.300436,1048.58932,58.06290855,126.1556745,
1258,,Genetic bank,ABC-12381-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3573,26,56,3,3,,0.5001,461.3230569,202.4230569,0.360416667,40,0.702777778,90,12.9,40,0.388888889,91,16,,50,51,47.04997748,47.34934713,94.39932461,44.41486097,7.575895541,51.99075651,204.6273716,43.87880768,2.144327385,94.39932461,55.07534797,112.699237,256.8420678,1184.871679,62.55002633,142.5517913,
1259,,Genetic bank,ABC-12374-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3574,26,56,3,1,,0.5,459.7018473,250.6018473,0.360416667,41,0.703472222,91.5,13.1,41,0.388888889,92,16,,50.5,51,47.54997748,47.34934713,94.89932461,45.12460748,7.575895541,52.70050302,206.4366832,54.51399614,2.640712654,94.89932461,55.53306437,114.6406162,210.2957484,966.73344,63.62752537,116.7177787,
