31_no,31_date,31_requisitioner,31_gene_bank_id,31_genus,31_species,31_tax_name,31_family,31_order,31_functional_group,31_ciat_id,31_set_ciat,31_batch,31_run,31_replication,31_syrange_no,31_sample_weight_g,31_dm_incubated_mg,31_digested_feed_mg,31_time_0h,31_gas_0h_ml,31_time_8h,31_gas_8h_ml,31_ch4_8h_percentage,31_v8_push_back_ml,31_time_24h,31_gas_24h_ml,31_ch4_24h_percentage,31_remarks,31_gp_8h_ml,31_gp_8_24h,31_net_gas_8h_ml,31_net_gas_8_24h_ml,31_net_gas_24h_ml,31_ch4_8h_ml,31_ch4_8_24h_ml,31_ch4_24h_ml,31_gas_ml_g_dm_incubated_24h,31_percentage_dmd_truly_digestibility,31_part_fact,31_ch4_ml_in_gas_8h,31_ch4_ml_in_gas_24h,31_ch4_ml_g_dm_incubated_24h,31_ch4_ml_g_dmd_24h2,31_ch4_ml_g_ndf_digested_in_24h,31_ch4_g_g_dm_incubated_24h,31_ch4_g_g_dmd_24h,31_remarks
No,Date,Requisitioner,Gene Bank ID,Genus,Species,Tax Name,Family,Order,Functional Group,CIAT ID,Set CIAT,Batch,Run,Replication,Syrange No,"Sample weight, g","DM Incubated, mg","Digested feed, mg",Time 0h,"Gas 0h, ml",Time 8h,"Gas 8h, ml",CH4 8h %,"V8 Push back, ml",Time 24h,"Gas 24h, ml","CH4 24h, %",Remarks,"GP 8h, ml","GP 8-24h, ml","Net gas 8h, ml","Net gas 8-24h, ml","Net gas 24h, ml","CH4 8h, ml","CH4 8-24h, ml","CH4 24h, ml","Gas ml/g DM Incubated, 24h","% DMD, Truly digestibility",Part Fact,"CH4 ml in gas, h8","CH4 ml in gas, 24h","CH4 ml/gDM incubated, 24h","CH4 ml/g DMD, 24h2",CH4 ml/g NDF digested in 24 h,"CH4 g/g DM incubated, 24h","CH4 g/g DMD, 24h",Remarks
278,46076,Mauricio Sotelo,N/A,Gliricidia,sepium,Gliricidia sepium ,Fabaceae,Fabales,Arbustiva ,F252641,27,69,3,2,140,0.5001,467.5798682,127.8798682,0.338194444,40.5,0.683333333,79.5,13.5,40,0.361805556,87.5,15.9,Durante el proceso de filtración quedo residuo de muestras en la jeringa por ende el filtrado quedo incompleto,,,,,,,,,,,,,,,,,,,Elimine Dig 27.2%
279,46076,Jacobo Arango/Alejandro Montoya,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,grasses,F250008,27,69,3,1,141,0.5004,468.1242,99.4242,0.339583333,41.5,0.683333333,65.5,14.6,40,0.3625,84,16.1,,24,44,22.52498874,42.0087348,64.53372354,3.288648356,6.763406303,10.05205466,137.8559868,21.23885072,1.540654941,14.6,15.5764368,21.47305065,101.1026959,-2.8745526,11.91791462,56.11374541,
280,46076,Jacobo Arango/Alejandro Montoya,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,grasses,F250008,27,69,3,2,142,0.5002,467.9371,94.5371,0.339583333,40.5,0.684027778,64.5,15.4,40,0.363194444,83,16.2,,24,43,22.52498874,41.0087348,63.53372354,3.468848266,6.643415037,10.1122633,135.7740678,20.20295035,1.487982991,15.4,15.91637124,21.61030468,106.9660832,-2.081506366,11.99409298,59.3680268,
281,46076,,Blank 24 H,Blank,24,Blank 24 H,,,,Blank 24 H,27,69,3,1,143,,,0,0.339583333,39.5,0.684027778,41.5,,40,0.363194444,42,,,2,2,,,,,,,,,,,,,,,,,
282,46076,,Blank 24 H,Blank,24,Blank 24 H,,,,Blank 24 H,27,69,3,2,144,,,0,0.339583333,40,0.684722222,42,,40,0.363194444,43,,,2,3,,,,,,,,,,,,,,,,,
283,46048,,BLANK 24 H,BLANK,24,BLANK 24 H,,,,BLANK24H,28,60,1,1,211,,,0,0.336805556,39.5,0.670833333,41.5,,40,0.336805556,42.5,,,2,2.5,,,,,,,,,,,,,,,,,
284,46048,,BLANK 24 H,BLANK,24,BLANK 24 H,,,,BLANK24H,28,60,1,2,212,,,0,0.3375,39.5,0.670833333,41.5,,40,0.3375,42.5,,,2,2.5,,,,,,,,,,,,,,,,,
285,46048,Genbank,CIAT-17459,Erythrina,berteroana,Erythrina berteroana,Fabaceae,Fabales,Tree,F251758,28,60,1,1,213,0.5003,473.2195872,271.5195872,0.342361111,39,0.670833333,65.5,13.2,38.5,0.338888889,79.5,13.6,Se tapona la manguera se destapa pero queda con residuo de muestra en la maguera 0H,26.5,41,25.24624043,39.0087348,64.25497523,3.332503737,5.305187933,8.637691669,135.7825774,57.37708128,4.225658577,13.2,13.44283713,18.25303074,31.8124072,0.479973226,10.13074785,17.65643638,
286,46048,Genbank,CIAT-17459,Erythrina,berteroana,Erythrina berteroana,Fabaceae,Fabales,Tree,F251758,28,60,1,2,214,0.5006,473.5033487,279.0033487,0.343055556,41.5,0.671527778,70.5,12.9,41,0.338888889,82.5,14.3,,29,41.5,27.74624043,39.5087348,67.25497523,3.579265015,5.649749076,9.229014092,142.036958,58.92320497,4.148441773,12.9,13.72242583,19.49091621,33.07850653,0.440087973,10.81779571,18.35914342,
287,46048,Genbank,CIAT-17459,Erythrina,berteroana,Erythrina berteroana,Fabaceae,Fabales,Tree,F251758,28,60,1,3,215,0.5006,473.5033487,281.7033487,0.34375,41.5,0.671527778,70,12.9,40.5,0.339583333,83.5,14.6,,28.5,43,27.24624043,41.0087348,68.25497523,3.514765015,5.987275281,9.502040296,144.1488754,59.49342269,4.12722073,12.9,13.92138854,20.06752502,33.7306615,0.43058195,11.13782357,18.72110071,
288,46048,Genbank,CIAT-17482,Leucaena,leucocephala,Leucaena leucocephala,Fabaceae,Fabales,Tree,F251759,28,60,1,1,216,0.5005,463.7724718,124.6724718,0.344444444,42,0.672222222,75.5,10.4,40.5,0.339583333,71.5,13.2,,33.5,31,,,,,,,,,,,,,,,,,Elimina Dog 26.88%
289,46048,Genbank,CIAT-17482,Leucaena,leucocephala,Leucaena leucocephala,Fabaceae,Fabales,Tree,F251759,28,60,1,2,217,0.5005,463.7724718,164.5724718,0.345138889,42,0.672222222,76.5,10.2,40.5,0.340277778,71,13.2,Muestra en la manguera despues del clip 8h,34.5,30.5,33.24624043,28.5087348,61.75497523,3.391116524,3.763152993,7.154269517,133.1579147,35.48560594,2.664926529,10.2,11.58492816,15.42624876,43.47184824,-0.271183604,8.561834951,24.12762788,
290,46048,Genbank,CIAT-17482,Leucaena,leucocephala,Leucaena leucocephala,Fabaceae,Fabales,Tree,F251759,28,60,1,3,218,0.5,463.3091626,211.1091626,0.345138889,41.5,0.672916667,76.5,10,40.5,0.340277778,71.5,12.9,,35,31,33.74624043,29.0087348,62.75497523,3.374624043,3.742126789,7.116750832,135.4494586,45.56550564,3.364022723,10,11.34053644,15.3606952,33.71123614,-1.072536051,8.525451594,18.7103193,
291,46048,Genbank,CIAT-17502,Leucaena,leucocephala,Leucaena leucocephala,Fabaceae,Fabales,Tree,F251760,28,60,1,1,219,0.5,471.3043143,216.8043143,0.345833333,41.5,0.672916667,71,11.5,40.5,0.340972222,73.5,14.1,,29.5,33,28.24624043,31.0087348,59.25497523,3.248317649,4.372231607,7.620549256,125.7255099,46.00091867,3.658837312,11.5,12.8606066,16.16906323,35.14943548,-0.443905409,8.974109832,19.50854481,
292,46048,Genbank,CIAT-17502,Leucaena,leucocephala,Leucaena leucocephala,Fabaceae,Fabales,Tree,F251760,28,60,1,2,220,0.5005,471.7756186,249.3756186,0.346527778,41.5,0.672916667,73.5,11,40.5,0.340972222,75.5,14.3,,32,35,30.74624043,33.0087348,63.75497523,3.382086447,4.720249076,8.102335523,135.1383427,52.85894581,3.911469147,11,12.70855411,17.1741294,32.49048792,-3.543509818,9.53193895,18.03278291,
293,46048,Genbank,CIAT-17502,Leucaena,leucocephala,Leucaena leucocephala,Fabaceae,Fabales,Tree,F251760,28,60,1,3,221,0.5004,471.6813577,238.9813577,0.347222222,41.5,0.673611111,73,11.3,40.5,0.341666667,75.5,14,Muestra en la manguera despues del clip 8h,31.5,35,30.24624043,33.0087348,63.25497523,3.417825168,4.621222872,8.03904804,134.1053111,50.66584757,3.778064206,11.3,12.70895769,17.04338725,33.63880813,-1.141082498,9.459374794,18.6701205,
294,46048,Genbank,CIAT-19384,Prosopis,juliflora,Prosopis juliflora,Fabaceae,Fabales,Tree,F251761,28,60,1,1,222,0.5003,467.2184248,279.7184248,0.347222222,41.5,0.674305556,52.5,9,40.5,0.341666667,55,5.1,Debido al volumen de la muestra se corroboro con el estandar de 5 que el equipo estuviera leyendo bien se realizaron 2 lecturas la primera dio 4.8 con 20 ml  y la segunda 4.7 con 14 ml,11,14.5,9.746240429,12.5087348,22.25497523,0.877161639,0.637945475,1.515107113,47.63291438,59.86887716,12.56880414,9,6.807947876,3.242823983,5.416543849,0.064487408,1.799823415,3.006275548,
295,46048,Genbank,CIAT-19384,Prosopis,juliflora,Prosopis juliflora,Fabaceae,Fabales,Tree,F251761,28,60,1,2,223,0.5,466.9382618,276.8382618,0.347916667,40.5,0.674305556,53,6.2,40,0.342361111,56,1.9,Debido al volumen de la muestra se corroboro con el estandar de 5 que el equipo estuviera leyendo bien se realizaron 2 lecturas la primera dio 4.8 con 20 ml y la segunda 4.7 con 14 ml,12.5,16,11.24624043,14.0087348,25.25497523,0.697266907,0.266165961,0.963432868,54.08632638,59.28797969,10.96173167,6.2,3.814824046,2.063298184,3.480129016,0.043034978,1.145166189,1.931531814,
296,46048,Genbank,CIAT-19384,Prosopis,juliflora,Prosopis juliflora,Fabaceae,Fabales,Tree,F251761,28,60,1,3,224,0.5004,467.3118125,295.3118125,0.349305556,40.5,0.675,53.5,5.6,40,0.343055556,54.5,0.9,Residuo de muetsra en la maguera 0H. Debido al volumen de la muestra se corroboro con el estandar de 5 que el equipo estuviera leyendo bien se realizaron 2 lecturas la primera dio 4.8 con 20 ml  y la segunda 4.7 con 14 ml,13,14.5,11.74624043,12.5087348,24.25497523,0.657789464,0.112578613,0.770368077,51.90319307,63.19374015,12.17530876,5.6,3.17612395,1.648509746,2.60865988,0.025822605,0.91495143,1.447851366,
297,46048,Genbank,CIAT-19571,Senna,cobanensis,Senna cobanensis,Fabaceae,Fabales,Tree,F251762,28,60,1,1,225,0.5005,466.5029906,119.5029906,0.35,41.5,0.675694444,80,13.3,41,0.348611111,80.5,16.6,,38.5,39.5,37.24624043,37.5087348,74.75497523,4.953749977,6.226449977,11.18019995,160.2454362,25.61676839,1.598595816,13.3,14.9557938,23.96597702,93.55581727,-0.333425977,13.30153188,51.9250972,
298,46048,Genbank,CIAT-19571,Senna,cobanensis,Senna cobanensis,Fabaceae,Fabales,Tree,F251762,28,60,1,2,226,0.5006,466.596198,235.196198,0.350694444,42,0.675694444,79.5,13.5,40.5,0.348611111,84,18.2,,37.5,43.5,36.24624043,41.5087348,77.75497523,4.893242458,7.554589733,12.44783219,166.6429679,50.40679693,3.024837926,13.5,16.00904914,26.67795461,52.92531213,1.134583416,14.80672636,29.37446389,
299,46048,Genbank,CIAT-19571,Senna,cobanensis,Senna cobanensis,Fabaceae,Fabales,Tree,F251762,28,60,1,3,227,0.5004,466.4097832,188.6097832,0.351388889,42,0.676388889,80.5,13.1,40.5,0.348611111,80.5,18.5,,38.5,40,37.24624043,38.0087348,75.25497523,4.879257496,7.031615938,11.91087343,161.3494784,40.43864216,2.506276597,13.1,15.82735679,25.53735762,63.15087812,-1.720391394,14.1736753,35.04982993,
300,46048,Genbank,CIAT-20126,Acacia,angustissima,Acacia angustissima,Fabaceae,Fabales,Tree,F251763,28,60,1,1,228,0.5003,470.142502,115.942502,0.351388889,41.5,0.677083333,63.5,11.8,41,0.349305556,58.5,12.9,Embolo duro 0H,22,17.5,20.74624043,15.5087348,36.25497523,2.448056371,2.000626789,4.44868316,77.11486427,24.66114029,3.197974932,11.8,12.2705453,9.462414356,38.36973573,-0.152064347,5.251803677,21.29586717,
301,46048,Genbank,CIAT-20126,Acacia,angustissima,Acacia angustissima,Fabaceae,Fabales,Tree,F251763,28,60,1,2,229,0.5003,470.142502,116.542502,0.352083333,41,0.677083333,61.5,12.1,40.5,0.35,58.5,11.5,,20.5,18,19.24624043,16.0087348,35.25497523,2.328795092,1.841004502,4.169799594,74.9878496,24.78876117,3.305703697,12.1,11.82754935,8.869224919,35.77921809,-0.143606365,4.922573277,19.85808506,
302,46048,Genbank,CIAT-20126,Acacia,angustissima,Acacia angustissima,Fabaceae,Fabales,Tree,F251763,28,60,1,3,230,0.5006,470.4244183,0,0.352777778,40.5,0.677777778,62.5,11.6,40.5,0.350694444,58,11.4,,22,17.5,,,,,,,,,,,,,,,,,Elimin Dig
303,46048,Genbank,CIAT-20788,Senna,pallida,Senna pallida,Fabaceae,Fabales,Tree,F251764,28,60,1,1,231,0.5003,469.8658752,332.2658752,0.352777778,41,0.677777778,89.5,12.1,40.5,0.350694444,94.5,16.8,,48.5,54,47.24624043,52.0087348,99.25497523,5.716795092,8.737467446,14.45426254,211.2410806,70.71504715,3.347599196,12.1,14.5627587,30.76252884,43.50209761,0.320366137,17.07373573,24.14441681,
304,46048,Genbank,CIAT-20788,Senna,pallida,Senna pallida,Fabaceae,Fabales,Tree,F251764,28,60,1,2,232,0.5,469.5841248,313.4841248,0.353472222,41.5,0.678472222,90.5,12.5,40.5,0.350694444,95.5,17.5,,49,55,47.74624043,53.0087348,100.7549752,5.968280054,9.27652859,15.24480864,214.5621411,66.75782,3.111351316,12.5,15.13057654,32.46448898,48.63024134,0.40435199,18.01835305,26.9906253,
305,46048,Genbank,CIAT-20788,Senna,pallida,Senna pallida,Fabaceae,Fabales,Tree,F251764,28,60,1,3,233,0.5006,470.1476257,327.3476257,0.354166667,42.5,0.678472222,90,12.2,40.5,0.351388889,96,16.9,,47.5,55.5,46.24624043,53.5087348,99.75497523,5.642041332,9.042976181,14.68501751,212.1779836,69.62656149,3.281516786,12.2,14.72108783,31.23490731,44.86062021,0.340893281,17.33591396,24.89842035,
306,46048,Genbank,CIAT-21242,Leucaena,diversifolia,Leucaena diversifolia,Fabaceae,Fabales,Tree,F251765,28,60,1,1,234,0.5,466.0568283,129.7568283,0.354166667,41.5,0.679166667,64.5,10.8,40,0.352083333,62.5,14.2,,23,22.5,21.74624043,20.5087348,42.25497523,2.348593966,2.912240341,5.260834308,90.66485601,27.8414177,3.070805925,10.8,12.45021274,11.28796745,40.54379548,-0.382914222,6.265017229,22.50250794,
307,46048,Genbank,CIAT-21242,Leucaena,diversifolia,Leucaena diversifolia,Fabaceae,Fabales,Tree,F251765,28,60,1,2,235,0.5003,466.3364624,136.4364624,0.354861111,41.5,0.679166667,63,10.5,39,0.352777778,61.5,13.2,,21.5,22.5,20.24624043,20.5087348,40.75497523,2.125855245,2.707152993,4.833008238,87.39392802,29.25708654,3.347725318,10.5,11.85869507,10.36377943,35.42314242,-0.419987353,5.75207689,19.6604569,
308,46048,Genbank,CIAT-21242,Leucaena,diversifolia,Leucaena diversifolia,Fabaceae,Fabales,Tree,F251765,28,60,1,3,236,0.5004,466.4296737,132.9296737,0.355555556,41.5,0.679861111,66,10.2,40,0.352777778,62,13.4,,24.5,22,23.24624043,20.0087348,43.25497523,2.371116524,2.681170463,5.052286987,92.73632803,28.49940328,3.073164949,10.2,11.68024478,10.83183012,38.00721723,-0.397761609,6.011853116,21.09466313,
309,46048,Genbank,CIAT-21512,Calliandra,calothyrsus,Calliandra calothyrsus,Fabaceae,Fabales,Tree,F251766,28,60,1,1,237,0.5006,464.4961515,115.6961515,0.355555556,42.5,0.680555556,56.5,10.1,40.5,0.354166667,54.5,13.1,,14,14,12.74624043,12.0087348,24.75497523,1.287370283,1.573144259,2.860514542,53.29425259,24.90788162,4.673652487,10.1,11.55531167,6.15831699,24.72437072,-0.070262933,3.417972475,13.72245351,
310,46048,Genbank,CIAT-21512,Calliandra,calothyrsus,Calliandra calothyrsus,Fabaceae,Fabales,Tree,F251766,28,60,1,2,238,0.5002,464.125,99.925,0.35625,42,0.68125,56.5,10,40,0.354166667,55,13.1,,14.5,15,13.24624043,13.0087348,26.25497523,1.324624043,1.704144259,3.028768302,56.56875891,21.5297603,3.805945316,10,11.53597852,6.525759874,30.31041583,-0.064384788,3.621909632,16.82280519,
311,46048,Genbank,CIAT-21512,Calliandra,calothyrsus,Calliandra calothyrsus,Fabaceae,Fabales,Tree,F251766,28,60,1,3,239,0.5005,464.4033637,110.7033637,0.35625,41.5,0.68125,56.5,10,40,0.354166667,58.5,12.7,,15,18.5,13.74624043,16.5087348,30.25497523,1.374624043,2.096609319,3.471233362,65.1480536,23.83776095,3.659013528,10,11.4732646,7.474608571,31.35616884,-0.081261508,4.148537075,17.4032162,
312,46048,Genbank,CIAT-21601,Erythrina,fusca,Erythrina fusca,Fabaceae,Fabales,Tree,F251767,28,60,1,1,240,0.5002,466.370403,122.970403,0.356944444,40.5,0.68125,55,12.8,30.5,0.354861111,58.5,14,Muestra se riega en el baño maría por que estaba abierto el click,14.5,28,13.24624043,26.0087348,39.25497523,1.695518775,3.641222872,5.336741647,84.17124024,26.36754009,3.132606816,12.8,13.59507073,11.44313964,43.39858631,-0.710954627,6.35114048,24.08696624,
313,46048,Genbank,CIAT-21601,Erythrina,fusca,Erythrina fusca,Fabaceae,Fabales,Tree,F251767,28,60,1,2,241,0.5006,466.7433501,115.2433501,0.356944444,41,0.68125,64.5,13.1,40,0.355555556,72,14.7,,23.5,32,22.24624043,30.0087348,52.25497523,2.914257496,4.411284015,7.325541512,111.95655,24.69094634,2.205404358,13.1,14.01884027,15.69500992,63.56585005,-0.735914249,8.711002048,35.28014653,
314,46048,Genbank,CIAT-21601,Erythrina,fusca,Erythrina fusca,Fabaceae,Fabales,Tree,F251767,28,60,1,3,242,0.5006,466.7433501,124.1433501,0.357638889,40.5,0.681944444,64.5,13.3,40,0.355555556,71.5,15,,24,31.5,22.74624043,29.5087348,52.25497523,3.025249977,4.42631022,7.451560197,111.95655,26.59777586,2.375723069,13.3,14.2600014,15.9650056,60.02383688,-1.039227026,8.860854318,33.31426795,
315,46048,Genbank,CIAT-21809,Acacia,farnesiana,Acacia farnesiana,Fabaceae,Fabales,Tree,F251768,28,60,1,1,243,0.5005,473.5521503,167.4521503,0.358333333,40.5,0.682638889,73.5,13,40,0.355555556,74.5,17,,33,34.5,31.74624043,32.5087348,64.25497523,4.127011256,5.526484916,9.653496172,135.6872209,35.36086791,2.606057348,13,15.0237334,20.38528632,57.64928161,-3.378839033,11.31418659,31.99634869,
316,46048,Genbank,CIAT-21809,Acacia,farnesiana,Acacia farnesiana,Fabaceae,Fabales,Tree,F251768,28,60,1,2,244,0.5002,473.2683029,188.0683029,0.358333333,40.5,0.682638889,76,12.3,40,0.35625,71.5,17.9,,35.5,31.5,34.24624043,29.5087348,63.75497523,4.212287573,5.282063529,9.494351102,134.7121175,39.73819961,2.949860811,12.3,14.89193756,20.06124442,50.48352622,2.31096886,11.13433773,28.01923047,
317,46048,Genbank,CIAT-21809,Acacia,farnesiana,Acacia farnesiana,Fabaceae,Fabales,Tree,F251768,28,60,1,3,245,0.5006,473.6467662,184.7467662,0.358333333,41,0.683333333,75,12.8,40,0.356944444,71.5,17.7,,34,31.5,32.74624043,29.5087348,62.25497523,4.191518775,5.223046059,9.414564834,131.43756,39.00517841,2.967582358,12.8,15.12259028,19.87676367,50.95929433,3.2000938,11.03194773,28.28329,
318,46048,Genbank,CIAT-21810,Acacia,angustissima,Acacia angustissima,Fabaceae,Fabales,Tree,F251769,28,60,1,1,246,0.5,473.9340652,178.6340652,0.359027778,41.5,0.683333333,61,10.2,40,0.357638889,59.5,12.3,,19.5,19.5,18.24624043,17.5087348,35.75497523,1.861116524,2.15357438,4.014690904,75.44293152,37.69175468,4.996061781,10.2,11.22834201,8.470990373,22.47438583,-0.211494148,4.701546214,12.47367297,
319,46048,Genbank,CIAT-21810,Acacia,angustissima,Acacia angustissima,Fabaceae,Fabales,Tree,F251769,28,60,1,2,247,0.5001,474.028852,170.328852,0.359027778,41.5,0.684027778,61.5,10,40,0.358333333,59.5,10.9,,20,19.5,18.74624043,17.5087348,36.25497523,1.874624043,1.908452093,3.783076136,76.48263407,35.9321698,4.698082152,10,10.43463997,7.980687504,22.21042466,-0.169321353,4.429419639,12.32716995,
320,46048,Genbank,CIAT-21810,Acacia,angustissima,Acacia angustissima,Fabaceae,Fabales,Tree,F251769,28,60,1,3,248,0.5003,474.2184257,145.0184257,0.359722222,41.5,0.684722222,60.5,10.5,40,0.358333333,60.5,10.7,,19,20.5,17.74624043,18.5087348,36.25497523,1.863355245,1.980434623,3.843789869,76.45205936,30.58051265,3.999959309,10.5,10.60210314,8.105526189,26.50552749,-0.118045287,4.498707269,14.71102633,
321,46048,Genbank,CIAT-21888,Leucaena,leucocephala,Leucaena leucocephala,Fabaceae,Fabales,Tree,F251770,28,60,1,1,249,0.5006,469.0982468,239.4982468,0.360416667,41,0.684722222,74.5,10.4,40,0.359027778,76.5,13.6,,33.5,36.5,32.24624043,34.5087348,66.75497523,3.353609005,4.693187933,8.046796937,142.3048917,51.05502918,3.587721304,10.4,12.05422803,17.15375615,33.59856302,0.590568692,9.520631443,18.64778377,
322,46048,Genbank,CIAT-21888,Leucaena,leucocephala,Leucaena leucocephala,Fabaceae,Fabales,Tree,F251770,28,60,1,2,250,0.5004,468.9108324,226.1108324,0.360416667,41,0.685416667,75.5,10.6,40,0.359027778,76,14.1,Residuo de muestra en la maguera 0H,34.5,36,33.24624043,34.0087348,67.25497523,3.524101485,4.795231607,8.319333092,143.428069,48.22043271,3.361994137,10.6,12.36984039,17.74182322,36.79316468,0.96475974,9.847018837,20.42084296,
323,46048,Genbank,CIAT-21888,Leucaena,leucocephala,Leucaena leucocephala,Fabaceae,Fabales,Tree,F251770,28,60,1,3,251,0.5001,468.6297108,169.7297108,0.360416667,41,0.686111111,73.5,10.8,40,0.359027778,75.5,14.3,,32.5,35.5,31.24624043,33.5087348,64.75497523,3.374593966,4.791749076,8.166343043,138.1794063,36.2182992,2.621106875,10.8,12.6111438,17.42600363,48.11380992,-0.650328037,9.671733504,26.70399693,
324,46048,Genbank,CIAT-22310,Calliandra,calothyrsus,Calliandra calothyrsus,Fabaceae,Fabales,Tree,F251771,28,60,1,1,252,0.5003,474.587131,82.88713102,0.361111111,41,0.686111111,61,10.4,40,0.359722222,55,12.8,Residuo de muestra en la maguera 0H,20,15,18.74624043,13.0087348,31.75497523,1.949609005,1.665118054,3.614727059,66.9107381,17.46510295,2.61020928,10.4,11.38318337,7.616572011,43.61023255,-0.072211033,4.227329241,24.20443357,
325,46048,Genbank,CIAT-22310,Calliandra,calothyrsus,Calliandra calothyrsus,Fabaceae,Fabales,Tree,F251771,28,60,1,2,253,0.5005,474.776852,106.476852,0.361111111,41.5,0.686111111,60,10.1,40,0.360416667,53.5,12.2,,18.5,13.5,17.24624043,11.5087348,28.75497523,1.741870283,1.404065645,3.145935929,60.56524261,22.42671512,3.702901887,10.1,10.94049257,6.626135868,29.54572631,-0.076660874,3.677620046,16.39838927,
326,46048,Genbank,CIAT-22310,Calliandra,calothyrsus,Calliandra calothyrsus,Fabaceae,Fabales,Tree,F251771,28,60,1,3,254,0.5002,474.4922705,110.3922705,0.361111111,41,0.686805556,57.5,11.5,40,0.360416667,54.5,12.5,,16.5,14.5,15.24624043,12.5087348,27.75497523,1.753317649,1.56359185,3.316909499,58.49405133,23.26534643,3.977386743,11.5,11.95068442,6.990439477,30.04657377,-0.083946208,3.879814851,16.67636828,
327,46048,Genbank,CIAT-22311,Calliandra,calothyrsus,Calliandra calothyrsus,Fabaceae,Fabales,Tree,F251772,28,60,1,1,255,0.5003,469.6674383,52.46743826,0.361805556,40.5,0.686805556,61.5,10.8,39.5,0.361111111,54.5,12.1,,,,,,,,,,,,,,,,,,,,
328,46048,Genbank,CIAT-22311,Calliandra,calothyrsus,Calliandra calothyrsus,Fabaceae,Fabales,Tree,F251772,28,60,1,2,256,0.5006,469.9490697,67.14906974,0.361805556,41,0.688194444,61,11.2,40.5,0.361111111,56.5,12.2,,,,,,,,,,,,,,,,,,,,
329,46048,Genbank,CIAT-22311,Calliandra,calothyrsus,Calliandra calothyrsus,Fabaceae,Fabales,Tree,F251772,28,60,1,3,257,0.5005,469.8551926,112.7551926,0.3625,41,0.688888889,61.5,11.2,40,0.361805556,55.5,12,,,,,,,,,,,,,,,,,,,,
330,46048,Genbank,CIAT-22316,Calliandra,calothyrsus,Calliandra calothyrsus,Fabaceae,Fabales,Tree,F251773,28,60,1,1,258,0.5004,477.96156,145.16156,0.3625,41.5,0.689583333,64,11.9,40,0.3625,54.5,12.3,,22.5,14.5,21.24624043,12.5087348,33.75497523,2.528302611,1.53857438,4.066876991,70.62278236,30.37096958,4.300449311,11.9,12.04822982,8.508795125,28.01621168,-0.14474476,4.722528505,15.54948219,
331,46048,Genbank,CIAT-22316,Calliandra,calothyrsus,Calliandra calothyrsus,Fabaceae,Fabales,Tree,F251773,28,60,1,2,259,0.5001,477.6750123,138.2750123,0.363194444,40.5,0.689583333,60,11.9,39.5,0.3625,53.5,12.6,,19.5,14,18.24624043,12.0087348,30.25497523,2.171302611,1.513100585,3.684403196,63.33799016,28.94750798,4.570323103,11.9,12.17784238,7.713200609,26.64547365,-0.119952042,4.280959785,14.78869887,
332,46048,Genbank,CIAT-22316,Calliandra,calothyrsus,Calliandra calothyrsus,Fabaceae,Fabales,Tree,F251773,28,60,1,3,260,0.5,477.5794964,145.1794964,0.363888889,41,0.690277778,62.5,11.6,39.5,0.363194444,53,12.7,,21.5,13.5,20.24624043,11.5087348,31.75497523,2.34856389,1.461609319,3.810173209,66.49149611,30.39902204,4.571866151,11.6,11.99866535,7.978092104,26.24456831,-0.135857925,4.427979147,14.56618947,
